metric,horizon,rmse,dim0_rmse,dim1_rmse,dim2_rmse,dim3_rmse,dim4_rmse,dim5_rmse,dim6_rmse,dim7_rmse,dim8_rmse,dim9_rmse,dim10_rmse,dim11_rmse,dim12_rmse,dim13_rmse,dim14_rmse,dim15_rmse,dim16_rmse,dim17_rmse
rollout,13,0.39218294620513916,0.052578601986169815,0.07459238916635513,0.048347968608140945,0.040311362594366074,0.03983493894338608,0.046143509447574615,0.039281152188777924,0.010105385445058346,0.010046480223536491,0.5689104199409485,0.7027356624603271,0.5293517112731934,0.5397381782531738,0.7574251294136047,0.6926416754722595,0.5550013184547424,0.011896110139787197,0.01185515709221363
rollout,14,0.4016088545322418,0.05325229465961456,0.07540515065193176,0.04913035035133362,0.041647180914878845,0.0410945825278759,0.0480373278260231,0.04003383591771126,0.010134159587323666,0.010271351784467697,0.5774720311164856,0.7234101891517639,0.5406442880630493,0.5402397513389587,0.7969235181808472,0.6933948397636414,0.5723790526390076,0.011792718432843685,0.012032803148031235
rollout,15,0.41427403688430786,0.05421486496925354,0.07605806738138199,0.05001746490597725,0.041924986988306046,0.0422217920422554,0.04976560175418854,0.04139363393187523,0.010145893320441246,0.010421846061944962,0.5864952802658081,0.7488071322441101,0.5526694655418396,0.5510625243186951,0.8254073262214661,0.7201508283615112,0.596684992313385,0.012054501101374626,0.012267200276255608
rollout,16,0.5163288712501526,0.055689215660095215,0.07835306972265244,0.05179305374622345,0.04600099101662636,0.0447196438908577,0.05301760509610176,0.044017449021339417,0.01053463201969862,0.01061695534735918,0.7243121266365051,0.8055766224861145,0.718843936920166,0.604986846446991,1.0402599573135376,0.9504979252815247,0.857591450214386,0.012840199284255505,0.012856991030275822
rollout,17,1.1709871292114258,0.06348786503076553,0.09018589556217194,0.05885353684425354,0.061903487890958786,0.05054032802581787,0.05935771018266678,0.04979817941784859,0.010714561678469181,0.010920415632426739,1.6862460374832153,1.0368626117706299,1.6389477252960205,0.9700067043304443,2.3970906734466553,2.3247954845428467,2.4406368732452393,0.016587955877184868,0.016439473256468773
rollout,18,1.7488288879394531,0.07649409025907516,0.11089227348566055,0.07110265642404556,0.08647820353507996,0.0588236004114151,0.06837035715579987,0.058689069002866745,0.010799416340887547,0.011058528907597065,2.555077075958252,1.3834905624389648,2.4728379249572754,1.4546666145324707,3.55261492729187,3.3845221996307373,3.7760398387908936,0.019579194486141205,0.019451018422842026
rollout,19,2.2574825286865234,0.09286718815565109,0.13708753883838654,0.08487576246261597,0.11444774270057678,0.06873173266649246,0.07965032011270523,0.0690065249800682,0.011008286848664284,0.01148421410471201,3.2741832733154297,1.7955963611602783,3.168275833129883,1.9709099531173706,4.5320916175842285,4.398550033569336,4.890125274658203,0.02227846533060074,0.021775012835860252
rollout,20,2.7215843200683594,0.11037375032901764,0.16658887267112732,0.09969089925289154,0.14220409095287323,0.08027137070894241,0.09152660518884659,0.08117345720529556,0.011103459633886814,0.011587843298912048,3.9229543209075928,2.232217311859131,3.793869733810425,2.4812192916870117,5.46598482131958,5.246108531951904,5.908676624298096,0.025021564215421677,0.02462174743413925
rollout,21,3.1569857597351074,0.1290823221206665,0.19602280855178833,0.11575182527303696,0.16822347044944763,0.09262879192829132,0.1034221276640892,0.09395800530910492,0.011345861479640007,0.01174189429730177,4.570446491241455,2.6730308532714844,4.4481587409973145,2.973376512527466,6.2887282371521,6.022606372833252,6.840350151062012,0.027423981577157974,0.0269573163241148
rollout,22,3.5888454914093018,0.14720198512077332,0.22585318982601166,0.13189466297626495,0.19213774800300598,0.10503615438938141,0.11649180203676224,0.10731816291809082,0.01169238705188036,0.01210347656160593,5.1766357421875,3.113513946533203,5.048880100250244,3.4459726810455322,7.125101089477539,6.815526008605957,7.784312725067139,0.03024032711982727,0.029500029981136322
rollout,23,3.9968271255493164,0.16438792645931244,0.2553749978542328,0.14775530993938446,0.2133263796567917,0.11754710972309113,0.12889282405376434,0.12054097652435303,0.011694655753672123,0.012354770675301552,5.752383708953857,3.5406124591827393,5.63224458694458,3.8794572353363037,7.959132671356201,7.517443656921387,8.664783477783203,0.032121606171131134,0.031353533267974854
